userName,score,at,content,sentiment
Adit Official,4,2023-02-20 15:42:34,"Sudah bagus, tapi jaringan nya masih kurang stabil ketika bermain game, dll. Klo bisa di perbanyak diskon agar saya bisa lebih sering mengisi pulsa.",NETRAL
M.syafatul Rizal,1,2023-02-28 13:50:34,"Aplikasinya bagus, tolong harga koutanya di kurangin, jangan mahal banget",NETRAL
Warjab :hadir Sindanglaut mantap josss terus Warjab,3,2023-02-18 06:29:16,kalu emang bener dapet hadiah sayah kasih bintang 5sekarang 3dulu,NETRAL
Mohamad Rifal,4,2023-02-01 03:06:53,Kurang baguss,NEGATIF
bang jago,5,2023-02-04 05:58:17,"kadang bagus kadang jelek,tapi miminya ramah hehe",NETRAL
Dayak KALSEL,5,2023-02-06 03:32:48,mempermudah akses pembelian dan lebih hemat....,POSITIF
Regator Lamtoro,1,2023-02-25 07:08:36,"Makin hari makin parah nih, lama2 pindah aluan juga nih",NEGATIF
Yuni Alkhafi,5,2023-02-06 14:37:44,Cukup membantu saya dalam membeli pulsa dan oaket internet,POSITIF
Dimensi Cell,1,2023-02-08 23:01:40,My Telkomsel hebat,POSITIF
wasin bulnas,5,2023-02-28 04:37:46,Kenapa pulsa borong dan mahal......kalau dilain perusahaan ada yang murah,NEGATIF
DQKlifandre T,1,2023-02-10 14:16:57,"Kok check in my telkomsel makin kacau tolong benerin check in nya,dlu check in buat klaim kuota gratis smpe 30 hari skrang cuma bisa check in 18 hari gimana mau klaim kuota gratisnya?",NEGATIF
Barok Fikum,3,2023-02-04 14:31:05,"sering sering paket promo yah telkomsel,terlalu mahal paket data telkomsel",NETRAL
Ardi Marasayi,5,2023-02-06 05:23:01,lancar sangat membantu yang tidak membantu biyaya kuoranya agak mahal sedikit,NETRAL
Leo Ganteng,1,2023-02-02 09:09:17,Anjng ngisep pulsa mulu kntl,NEGATIF
Wigan Leonard,1,2023-02-07 13:16:36,Jaringan kntol gara² lu pas gw main game jd ngelag bngt,NEGATIF
Bismillah 123,3,2023-02-07 01:26:20,jadikn lebih baik lagi,NETRAL
faizal rohul,1,2023-02-08 14:51:19,"Makin hari makin nggk Jelas jaringan nya,tolong lh dari pihak telkomsel perbaiki jaringan nya supaya nggk lemot,kuota internetnya masih bnyk,tapi kok nggk bisa internettan.",NEGATIF
bongzoritarita bongzo39,5,2023-02-05 04:42:05,Keren kali,POSITIF
Donny Sugiharto,5,2023-02-01 13:40:34,please signal na di perkuat y 🙏🙏🙏,NETRAL
Annas Faisal,5,2023-02-14 09:30:08,pokoknya mantap lah,POSITIF
Gnii poolee,5,2023-02-01 04:06:47,Biar bintang yg menjawab,NETRAL
Ahmad Albab,4,2023-02-05 20:22:50,Harap selalu ada pilihan paket kuota yg tanpa dibagi bagi ke aplikasi tertentu dan game,NETRAL
Dasri37 Dasri37,5,2023-02-23 08:11:02,bagus baget,POSITIF
hendro aryanto,5,2023-02-05 18:34:23,"Pembelian kuota internet MyTelkomsel menggunakan pulsa sekarang masih terasa mahal Mohon dibantu,mungkin My Telkomsel bisa berikan penawaran pembelian kuota internet yang lebih murah dan menarik supaya bisa lebih banyak lagi orang tertarik menggunakan aplikasi MyTelkomsel Terimakasih",NETRAL
REY Reyvaldo,5,2023-02-04 06:16:10,jaringan terkuat,POSITIF
Irwan Ginanjar,1,2023-02-18 13:55:46,Kuota mahal jaringan jelek apa apaan masa kalah sama katu sebelah,NEGATIF
Frenky Randall,1,2023-02-28 09:33:07,"Bakar aja jaringan Kelen itu,muak aku lama-lama pakek jaringan Kelen,harga mahal fasilitas kok kayak lagi tinggal di zaman batu",NEGATIF
Subur Ladi,1,2023-02-28 14:31:04,Telkomsel memang bagus cuma syng kg pernah dapat hadiah cuma cuma .dan percuma berapa banyak poin yg Uda ku kirim dari minta mobil atau motor atau hp yg murah jg kg pernah dapat mff sebelomnya aku kasih bintan 1 ya,NETRAL
Putri Larasati,5,2023-02-04 12:07:12,tingkatkan pelayanan,NETRAL
Wahyu Adi Purwanto,5,2023-02-06 01:06:19,buta paket yg khusus internet aja,NETRAL
Pak Jain,5,2023-02-03 02:05:24,mantaaaaab,POSITIF
Apriana Arizky,1,2023-02-06 14:34:43,"Paket mahal tapi sinyal ga stabil,dasar payah",NEGATIF
Erciko Erciko,5,2023-02-02 12:22:19,top deh meski di wilayah kalimantan masih kurang bagus,NETRAL
Nabil Fadlan,1,2023-02-06 12:05:53,Saya hanya ingin koneksi internetnya diperkuat,NETRAL
Cahaya Thamrin,5,2023-02-11 06:37:19,sangat baik pelayanan,POSITIF
Nurmala Djubair11,5,2023-02-02 23:28:29,sangan membantu saya terima kasih MyTelkomsel,POSITIF
Arnita Sufiyanti,4,2023-02-04 12:24:25,Bagus sih cuman kadang paket yg sering dibeli kadang bulan depan nggak ada,NETRAL
Syakirin Adja,1,2023-02-22 14:26:00,Perbaiki jaringanya,NETRAL
achmad jovi maulana Maulana,1,2023-02-08 13:58:58,Jaringan Telkomsel sangat buruk dan jelek Buat main gime moba gak bisa ap2,NEGATIF
Agus Eko Prasetyo,1,2023-02-10 13:07:57,Jualan paket aneh,NEGATIF
Asty tatar Asty tatar,5,2023-02-12 04:11:28,Aku Sagat suka degan aplikasi ini,POSITIF
Herry andhika,1,2023-02-10 14:16:10,sangat baik,POSITIF
Andiansyah Star17,5,2023-02-08 23:40:27,lebih tingkatkan lagi jaringan nya,NETRAL
Indah Mulyawati,5,2023-02-02 12:41:20,mantap...sangat baik,POSITIF
ahmad roip,5,2023-02-02 07:56:49,kuota hot promo besar,POSITIF
ubay taka,5,2023-02-24 11:42:07,"Semakin ke depannya updatenya lebih baik lagi, cnthnya pada saat buka aolikasinya tidak lagi harus punya padet data, dan untuk beberapa paket bisa terdeteksi dengan baik waktu pemakaian, tapi untuk paket data yang kurang optimal yaitu pemakaian gamemax dan speedgame. Sekian terimakasih",POSITIF
Ning Mila,5,2023-02-04 09:37:07,sangat membantu dalam proses pembelian ga ribet 🥰😍👌,POSITIF
Daffa Ngen,1,2023-02-09 14:54:18,Eaa katanya nya di iklan sinyal semakin bagus tapi sekarang malah tambah jelek kayak tri sumpah tapi ini bukan ngejelekin kartu sebelah ya tapi emang bener sekarang jadi jelek lemot aduhh capee capee,NEGATIF
Abdul latif,4,2023-02-17 13:04:22,"Kenapa baru akhir2 skrng ini yg ada Perlindungan pulsanya , dari dlu lah pulsa saya abis 50rb, padahal paket udh beli cuman pulsanya kadang habis sendiri dan juga saya ga pernah berlangganan apapun🥲👍",NETRAL
Rahmat Hidayat,5,2023-02-07 00:26:29,Aku kasi bintang 5 tolong di perbaiki,NETRAL
Danda Sahputra,5,2023-02-22 12:10:13,Untuk aplikasi udah bagus tapi aplikasi saat di buka lag parah padahal jaringan lancar aja udah gitu poin saya yang bulan lalu kok di tarik padahal udah susah payah ngumpulin,NETRAL
MUHAMMAD GIBRAN,1,2023-02-15 04:59:20,Jaringan ny makin rusak,NEGATIF
Je'ne Mattallasa,5,2023-02-11 17:03:02,Mohon promonya yg murah,NETRAL
Dodi Afrizal,5,2023-02-28 10:22:37,Semoga berhasil,NETRAL
Dewa Amoy,5,2023-02-08 05:55:18,beneran ga tukar poin bisa dapetin kasbaek.ampe 9 jta tuh,NETRAL
Subari Simpur,1,2023-02-05 15:44:07,"Uninstall, sangat buruk, pas mau masuk gak bisa login,,,",NEGATIF
I Putu Edi Adiyana,3,2023-02-11 04:39:23,"Halo my telkomsel Bisa tambahkan menu kuota mana yang bisa diaktifkan untuk internet ya? Misal kuota bonus / kuota utama Karena setiap pembelian paket saya dapat gratis kuota 1 atau 2GB untuk 2 hari dan bonus2 lain. Tp ketika penggunaan ttp saja kuota utama dipakai lebih dulu. Jadi bonusannya tidak terpakai sama sekali, hingga masa berlakunya berakhir. Terimakasih",NETRAL
teguh pamungkas,1,2023-02-01 05:57:41,"Beli paket data di aplikasi pulsa sudah di potong tapi paket belum di terima sudah di restart hampir 10 kali lebih handphone y biar masuk paketannya tapi sampai sekarang ga masuk "" paketannya yg ada tombol on off hp saya jd rusak KACAU??",NEGATIF
Fredy Cashuri,2,2023-02-20 00:25:31,"satu bintang untuk transaksi,satu bintang untuk poin",NETRAL
Fuji _15,1,2023-02-01 13:24:02,"Jaringan 4G tapi pas di pake malah kaya jaringan 3G lelet banget, kalah sama jaringan provider sebelah",NEGATIF
Faisal Ishal,1,2023-02-15 10:58:52,"Semakin hari semakin tidak jelas saja Telkomsel,saya melakukan pengisian pulsa yang nominal 10000 pulsa nya tidak masuk, setelah saya membeli dengan nominal 20000 baru pulsa nya masuk,diclaim malah costumer servis nya mengirimkan layanan tidak tersedia/sibuk,melalui aplikasi pun sama, melalui via telepon pun sama dengan jawaban yang tidak memuaskan layanan tidak tersedia lah,sibuk lah dll.mohon pihak Telkomsel pertanggung jawaban nya dan perbaikan layanan nya. Terimakasih",NEGATIF
s,2,2023-02-10 07:51:53,"TELKOMSEL SKRG PELIT BGT YAA,MASA DAILY CHECK IN NYA CUMA DIKASIH WAKTU 19 HARI DOANG.ENGGA KAYA BIASANYA FULL SEBULAN SKRG UDH GBISA DAPET GRATISAN PAKETNYAA 😏",NEGATIF
Evan Damar octora,1,2023-02-24 03:12:01,Sinyal Nya jlk,NEGATIF
Cakra Bogra,4,2023-02-08 20:59:27,Bertahun-tahun berlangganan tetap Telkomsel sekeluarga dari harga SIM card Rp.600 isi pulsa dulu susahnya minta ampun dan minimal isi harus 100 ribu. Dengan nomer sebelas digit sampai sekarang dan selalu kirim ngikutin point hadiah tapi blm pernah dapat hadiah Kasihlah dari Telkomsel buat kita kenang-kenangan. Padahal kita selalu tukar point rutin dan kita menyandang gold lagi. Mau dong motor syukur mobil buat jalan jalan sekeluarga pulang kampung. Please management saya di hadiahkan mobil.🤲,NETRAL
malid jamil,5,2023-02-20 13:18:28,mantap tapi boros kuota,NETRAL
srywulandari akbar,4,2023-02-19 15:21:33,"alhamdulillah dari dulu pake telkomsel. jaringan stabil. hanya saja masih lebih mahal ketimbang kartu lain. biasanya murah kalau kartu yg sdh sangat lama di gunakan. semoga selalu memberi solusi untuk mudahnya komunikasi, internet maupun telpon langsung",NETRAL
Adam Prasasti,1,2023-02-01 11:30:31,Tolong perbaiki jaringan tidak stabil sudah 3 hari yang lalu,NEGATIF
Agus H4121,1,2023-02-10 02:28:23,Sangat jelek sinyal ya ga rekomen banget .masih bagusan paket m3,NEGATIF
Amie Araaish,3,2023-02-05 00:21:01,"Hallo My Telkomsel... Ada apa dgn apk ini, saya isi pulsa lewat apk dan udah masuk pulsanya tapi knp masa aktif saya tidak bertambah ya? Bisa jelaskan atau saya yg salah?",NEGATIF
Wahyu Dower,5,2023-02-02 01:05:58,"bagus,, sangat baik,, tapi tolong untuk pelanggan setia harganya di turunin lagi yh😁",NETRAL
Changkuli,4,2023-02-14 09:36:52,"okk,,shiip",POSITIF
Warsito El hasmi fardan afdilah,1,2023-02-11 03:55:41,"Sangat kecew dan Kurang memuaskan selalu menguras pulsa setelah melakukan pengisian ulang,,",NEGATIF
Rangga Fradika,1,2023-02-25 10:10:43,"Gblok buat ngegame ngelag buat streaming ngelag harga weh mahal bngsd, bangkrut aja lu telkomnyet",NEGATIF
Sakman Anindita,5,2023-02-27 18:44:59,Sy coba dulu ya,NETRAL
natalia tio,1,2023-02-26 12:58:38,"Kecewa!sebagai pelanggan yg sangat setia,saya benar benar sangat kecewa dengan kualitas jaringan internetnya.semasa masih menggunakan kartu 3g saya di ""kejar kejar""untuk upgrade ke jaringan 4g dengan segala janji janji manisnya,setelah saya upgrade ke kartu 4g ternyata yang terjadi hanya buang buang kuota yg telah di beli,mohon di pertimbangkan kembali tentang kesetiaan konsumen,terimakasih.",NEGATIF
Imas Mismaya,5,2023-02-28 22:24:10,OK BANGET. SANGAT MEMUDAHKAN,POSITIF
Muhammad Wildan,1,2023-02-24 22:43:18,Tolong lah Telkomsel kok jelek banget sinyal buat buka tiktok ngeleg ngebug buat nge geme tambah ngelek... Padahal dulu lumayan kenapa sekarang jelek banget... Tolong lah di perkampungan pedesaan di prioritaskan ... !!! Harga elit sinyal sulit !!! !!! Minimal kalo harga segitu sinyal bagus !!!,NEGATIF
Eva Amsyah Nasution,4,2023-02-01 00:57:09,mempermudah pembelian ulsa,POSITIF
Lutfi Abdillah,3,2023-02-01 18:10:54,Internet belum stabil..apalagi di daerah terpencil..sudah saatnya menggunakan satelit supaya bisa menjangkau sampai di dalam hutan sekalipun.,NEGATIF
